request,category,action,confidence,capabilities
"update security settings for postgresql",configuration,configure_service,0.87,"service_management|system_info|disk_management"
"list hosts in production",asset_management,list_hosts,0.89,"asset_management|resource_listing"
"check status of apache",monitoring,get_metrics,0.79,"system_monitoring|memory_monitoring|disk_monitoring|process_monitoring"
"show examples of ssh keys",information,show_examples,0.88,"system_info|resource_listing"
"change max_connections to 30s",configuration,update_security,0.91,"system_info|service_management"
"get CPU metrics for prod-web-01",monitoring,check_alerts,0.83,"system_monitoring|log_analysis"
"get CPU metrics for 192.168.1.100",monitoring,check_health,0.92,"system_monitoring|service_management"
"check alerts for staging",monitoring,view_dashboard,0.8,"system_monitoring|api_query|log_analysis"
"view logs for postgresql",monitoring,check_alerts,0.83,"system_monitoring|log_analysis"
"change port to 8080",configuration,change_settings,0.9,"system_info|service_management"
"restart redis service",automation,restore_data,0.78,"disk_management|system_info"
"show dashboard for postgresql",monitoring,view_logs,0.86,"log_analysis|system_info"
"search for load-balancer",asset_management,list_credentials,0.87,"credential_access|secret_retrieval"
"query assets in on-premises",asset_management,get_asset,0.78,"asset_management|asset_query|resource_listing"
"read /etc/hostname",information,show_examples,0.9,"system_info"
"deploy microservice to production",automation,restart_service,0.95,"service_management|system_monitoring|process_management"
"update docker configuration",configuration,configure_service,0.97,"service_management|system_info|disk_management"
"query assets in on-premises",asset_management,get_credentials,0.92,"credential_access|secret_retrieval"
"show examples of cron jobs",information,compute,0.98,"system_info|infrastructure_info"
"get CPU metrics for server1",monitoring,check_status,0.9,"system_monitoring|service_management|process_monitoring"
"update security settings for mysql",configuration,update_security,0.83,"system_info|service_management"
"restart ssh service",automation,start_service,0.93,"service_management|system_monitoring|disk_management"
"emergency shutdown of docker",automation,restart_service,0.89,"service_management|system_monitoring|system_info"
"check health of web app",monitoring,check_status,0.94,"system_monitoring|service_management"
"update test settings",configuration,change_settings,0.76,"system_info|service_management"
"update mysql configuration",configuration,update_environment,0.9,"system_info|service_management|disk_management"
"check alerts for staging",monitoring,check_status,0.85,"system_monitoring|service_management"
"monitor performance of prod-web-01",monitoring,monitor_performance,0.98,"system_monitoring|memory_monitoring|process_monitoring"
"start ssh on web-01",automation,execute_command,0.87,"system_info|process_management"
"what is the status of database",information,math,0.96,"system_info"
"get server information",asset_management,get_asset_info,0.88,"asset_management|asset_query"
"describe web server",information,compute,0.76,"system_info"
"discover assets in 192.168.1.0/24",asset_management,get_credentials,0.88,"credential_access|secret_retrieval"
"update staging settings",configuration,set_permissions,0.86,"system_info|disk_management"
"check connectivity to server1",troubleshooting,fix_problem,0.97,"service_management|system_info|process_management|network_testing"
"show dashboard for mysql",monitoring,view_logs,0.76,"log_analysis|system_info"
"analyze logs for out of memory",troubleshooting,fix_problem,0.81,"service_management|system_info|process_management|network_testing"
"set permissions for /etc/nginx",configuration,set_permissions,0.92,"system_info|disk_management"
"deploy api to development",automation,backup_data,0.98,"disk_management|system_info"
"run cleanup.py on db-server",automation,stop_service,0.91,"service_management|system_monitoring"
"query assets in AWS us-east-1",asset_management,list_servers,0.83,"asset_management|resource_listing"
"diagnose ssh issue",troubleshooting,analyze_logs,0.84,"log_analysis|text_search|system_monitoring"
"restart nginx service",automation,restart_service,0.96,"service_management|system_monitoring"
"get asset db-prod-01",asset_management,count_assets,0.92,"asset_management|asset_query"
"diagnose redis issue",troubleshooting,debug_application,0.93,"process_monitoring|log_analysis|system_monitoring|network_testing"
"check status of docker",monitoring,check_status,0.84,"system_monitoring|service_management"
"check alerts for test",monitoring,view_dashboard,0.78,"system_monitoring|api_query"
"get CPU metrics for 192.168.1.100",monitoring,monitor_performance,0.82,"system_monitoring|memory_monitoring|process_monitoring"
"deploy api to development",automation,deploy_application,0.95,"service_management|disk_management|system_monitoring"
"monitor performance of prod-web-01",monitoring,view_dashboard,0.79,"system_monitoring|api_query"
"get CPU metrics for server1",monitoring,view_dashboard,0.83,"system_monitoring|api_query"
"emergency shutdown of postgresql",automation,restart_service,0.96,"service_management|system_monitoring"
"debug database performance",troubleshooting,analyze_logs,0.77,"log_analysis|text_search|system_monitoring"
"show dashboard for nginx",monitoring,check_alerts,0.93,"system_monitoring|log_analysis"
"get credentials for ssh",asset_management,get_asset_info,0.78,"asset_management|asset_query"
"stop ssh",automation,execute_command,0.85,"system_info|process_management"
"change timeout to 30s",configuration,set_permissions,0.78,"system_info|disk_management"
"deploy application to staging",automation,execute_command,0.9,"system_info|process_management|service_management"
"diagnose mysql issue",troubleshooting,diagnose_performance,0.97,"system_monitoring|memory_monitoring|process_monitoring"
"run maintenance.sh on db-server",automation,backup_data,0.85,"disk_management|system_info"
"modify max_connections in redis",configuration,update_environment,0.94,"system_info|service_management"
"get CPU metrics for prod-web-01",monitoring,get_metrics,0.91,"system_monitoring|memory_monitoring|disk_monitoring"
"run backup.sh on server1",automation,restore_data,0.95,"disk_management|system_info"
"change timeout to 512MB",configuration,change_settings,0.91,"system_info|service_management"
"get information about database",asset_management,count_assets,0.88,"asset_management|asset_query|network_info"
"configure redis on web-01",configuration,modify_parameters,0.97,"system_info|service_management"
"update security settings for ssh",configuration,update_config,0.91,"system_info|service_management"
"show dashboard for redis",monitoring,check_alerts,0.92,"system_monitoring|log_analysis"
"update security settings for apache",configuration,update_security,0.75,"system_info|service_management"
"stop docker",automation,stop_service,0.97,"service_management|system_monitoring|system_info"
"show process list",information,answer_question,0.8,"system_info|resource_listing"
"check connectivity to server1",troubleshooting,diagnose_performance,0.95,"system_monitoring|memory_monitoring|process_monitoring"
"view logs for mysql",monitoring,view_logs,0.82,"log_analysis|system_info"
"investigate permission denied in web app",troubleshooting,diagnose_performance,0.8,"system_monitoring|memory_monitoring|process_monitoring"
"diagnose mysql issue",troubleshooting,diagnose_performance,0.95,"system_monitoring|memory_monitoring|process_monitoring"
"how do I check logs",information,show_documentation,0.89,"system_info|infrastructure_info"
"restart redis service",automation,stop_service,0.79,"service_management|system_monitoring"
"diagnose mysql issue",troubleshooting,debug_application,0.93,"process_monitoring|log_analysis|system_monitoring"
"monitor performance of 192.168.1.100",monitoring,check_health,0.95,"system_monitoring|service_management"
"debug database performance",troubleshooting,debug_application,0.84,"process_monitoring|log_analysis|system_monitoring|network_testing"
"analyze logs for permission denied",troubleshooting,investigate_error,0.82,"log_analysis|system_monitoring"
